,Country,Sex,Age,Marital status
63568,Finland,Men,29,Single
63569,Spain,Men,93,Single
63570,Democratic People's Republic of  of Korea,Men,18,Single
63571,United Arab Emirates,Women,23,Single
63572,French Polynesia,Women,47,Married
63573,Oman,Men,20,Single
63574,Aruba,Women,20,Single
63575,Venezuela (Bolivarian Republic of),Men,94,Married
63576,Yemen,Men,66,Single
63577,Morocco,Men,44,Married
63578,Aruba,Women,44,Married
63579,Yemen,Men,80,Married
63580,Libya,Men,59,Married
63581,Albania,Women,85,Married
63582,Malta,Men,74,Married
63583,Liechtenstein,Men,25,Single
63584,Sudan,Men,71,Married
63585,United Kingdom,Women,23,Single
63586,Israel,Women,90,Single
63587,Cuba,Men,97,Married
63588,Montenegro,Men,99,Married
63589,Kuwait,Men,26,Single
63590,Sudan,Men,32,Single
63591,Thailand,Men,50,Single
63592,Belgium,Women,47,Divorced
63593,San Marino,Women,76,Divorced
63594,Sweden,Women,83,Married
63595,Azerbaijan,Men,45,Married
63596,Lebanon,Men,31,Single
63597,Morocco,Men,17,Single
63598,French Polynesia,Women,57,Married
63599,Luxembourg,Men,28,Single
63600,Libya,Women,20,Single
63601,Italy,Men,25,Single
63602,Kyrgyzstan,Women,94,Single
63603,Singapore,Women,76,Single
63604,Mozambique,Men,94,Married
63605,Anguilla,Women,65,Single
63606,Poland,Men,35,Single
63607,Tajikistan,Men,96,Married
63608,Belize,Women,95,Single
63609,Lithuania,Women,69,Single
63610,Botswana,Women,49,Single
63611,Faeroe Islands,Men,39,Married
63612,Chile,Women,22,Single
63613,Malaysia,Men,33,Single
63614,Greece,Men,99,Married
63615,Malaysia,Men,17,Married
63616,South Sudan,Women,61,Married
63617,Czech Republic,Women,29,Married
63618,Ecuador,Men,38,Single
63619,Libya,Men,91,Married
63620,Saudi Arabia,Men,54,Married
63621,Bulgaria,Women,45,Married
63622,Palau,Men,82,Married
63623,Saint Vincent and the Grenadines,Women,95,Married
63624,Uruguay,Women,25,Single
63625,Liechtenstein,Men,37,Single
63626,Turks and Caicos Islands,Men,75,Married
63627,Ecuador,Men,26,Single
63628,Kyrgyzstan,Women,88,Single
63629,French Polynesia,Women,87,Married
63630,Suriname,Men,33,Single
63631,San Marino,Women,30,Single
63632,Israel,Women,69,Married
63633,Lao People's Democratic Republic,Men,67,Married
63634,France,Women,20,Single
63635,Palau,Women,68,Married
63636,Luxembourg,Women,47,Married
63637,Belgium,Women,41,Married
63638,Czech Republic,Men,19,Single
63639,France,Men,37,Married
63640,"China, Hong Kong SAR",Women,59,Married
63641,Netherlands,Women,78,Single
63642,Sudan,Men,32,Married
63643,Cuba,Women,80,Married
63644,Aruba,Men,85,Married
63645,Antigua and Barbuda,Men,70,Married
63646,Mozambique,Women,50,Single
63647,San Marino,Men,21,Single
63648,Uruguay,Women,44,Single
63649,New Caledonia,Men,80,Married
63650,United Kingdom,Women,85,Single
63651,Lesotho,Men,34,Married
63652,Singapore,Men,92,Married
63653,Faeroe Islands,Men,62,Married
63654,Mayotte,Women,65,Single
63655,Argentina,Men,56,Married
63656,Bulgaria,Men,78,Married
63657,Costa Rica,Men,96,Single
63658,Bahrain,Women,39,Married
63659,Panama,Men,38,Single
63660,Russian Federation,Women,51,Single
63661,France,Women,29,Single
63662,Greenland,Women,30,Single
63663,Morocco,Women,74,Single
63664,Israel,Men,72,Married
63665,Morocco,Women,43,Married
63666,Uruguay,Women,51,Married
63667,Netherlands Antilles,Men,60,Divorced
63668,Oman,Men,34,Married
63669,Czech Republic,Men,49,Divorced
63670,Slovakia,Women,64,Married
63671,Swaziland,Men,79,Married
63672,Indonesia,Men,22,Single
63673,Cayman Islands,Men,89,Married
63674,French Guiana,Men,67,Single
63675,Spain,Men,48,Single
63676,Anguilla,Men,93,Married
63677,Slovenia,Men,93,Single
63678,Iran (Islamic Republic of),Women,83,Single
63679,Belize,Men,58,Married
63680,Estonia,Men,79,Married
63681,Russian Federation,Men,44,Single
63682,Hungary,Men,99,Married
63683,Germany,Women,20,Single
63684,Estonia,Men,28,Married
63685,Trinidad and Tobago,Men,26,Single
63686,China,Men,70,Married
63687,Norway,Women,35,Married
63688,Finland,Men,45,Married
63689,Belize,Women,41,Married
63690,Oman,Men,63,Single
63691,Djibouti,Men,30,Married
63692,Trinidad and Tobago,Men,34,Married
63693,Sudan,Men,15,Single
63694,Bermuda,Women,96,Divorced
63695,Slovakia,Women,51,Single
63696,Trinidad and Tobago,Men,29,Single
63697,Iran (Islamic Republic of),Women,74,Single
63698,Australia,Women,35,Married
63699,France,Women,46,Married
63700,Poland,Men,65,Single
63701,Ecuador,Men,37,Married
63702,Canada,Women,66,Married
63703,South Sudan,Men,71,Married
63704,Sweden,Men,53,Divorced
63705,Trinidad and Tobago,Men,52,Married
63706,State of Palestine,Men,99,Married
63707,Austria,Men,93,Married
63708,Dominica,Men,60,Married
63709,Mongolia,Women,41,Married
63710,Faeroe Islands,Women,19,Single
63711,Spain,Men,69,Married
63712,Indonesia,Men,38,Married
63713,Austria,Men,51,Married
63714,Lao People's Democratic Republic,Women,57,Single
63715,Belarus,Women,53,Single
63716,Bahrain,Men,27,Single
63717,Greenland,Men,17,Single
63718,Liberia,Women,82,Single
63719,New Caledonia,Women,43,Single
63720,Iran (Islamic Republic of),Men,70,Married
63721,Botswana,Men,23,Single
63722,Anguilla,Women,25,Married
63723,Chile,Women,66,Single
63724,Switzerland,Women,86,Divorced
63725,Ireland,Men,90,Divorced
63726,New Caledonia,Women,93,Single
63727,Turks and Caicos Islands,Men,73,Married
63728,Syrian Arab Republic,Men,19,Single
63729,Mexico,Women,87,Single
63730,Saint Lucia,Men,67,Single
63731,Italy,Men,65,Married
63732,Slovenia,Women,91,Married
63733,Cuba,Women,47,Married
63734,Malaysia,Men,37,Married
63735,Israel,Men,63,Married
63736,Saint Lucia,Women,15,Single
63737,Belgium,Women,52,Single
63738,Austria,Women,51,Married
63739,Peru,Men,70,Married
63740,Israel,Men,64,Married
63741,Turks and Caicos Islands,Women,35,Married
63742,Greece,Women,46,Single
63743,Yemen,Women,36,Married
63744,Italy,Men,56,Married
63745,Lebanon,Men,77,Married
63746,Trinidad and Tobago,Men,22,Single
63747,Greece,Men,71,Married
63748,"China, Hong Kong SAR",Men,21,Single
63749,Croatia,Women,83,Married
63750,South Sudan,Women,67,Married
63751,Saint Lucia,Men,18,Single
63752,Bahrain,Women,72,Married
63753,Djibouti,Women,31,Married
63754,Anguilla,Men,85,Married
63755,Peru,Women,74,Married
63756,Norway,Men,48,Divorced
63757,Algeria,Men,19,Single
63758,Romania,Men,27,Single
63759,San Marino,Women,92,Married
63760,Belize,Women,80,Married
63761,El Salvador,Women,67,Married
63762,Denmark,Women,25,Single
63763,Lesotho,Men,54,Married
63764,Bulgaria,Women,27,Single
63765,Saint Lucia,Men,83,Single
63766,New Caledonia,Women,63,Married
63767,Sweden,Women,80,Married
63768,Réunion,Men,22,Single
63769,Finland,Women,84,Divorced
63770,Iran (Islamic Republic of),Men,83,Married
63771,Denmark,Women,59,Married
63772,Antigua and Barbuda,Women,83,Single
63773,Ireland,Women,85,Single
63774,Algeria,Men,41,Married
63775,Cayman Islands,Women,99,Married
63776,Finland,Men,69,Married
63777,Lithuania,Women,16,Single
63778,Anguilla,Men,63,Divorced
63779,Australia,Men,47,Divorced
63780,United Arab Emirates,Women,84,Single
63781,Estonia,Men,30,Married
63782,Lesotho,Men,60,Married
63783,Algeria,Men,49,Married
63784,Oman,Women,45,Married
63785,Azerbaijan,Women,28,Married
63786,Swaziland,Men,32,Married
63787,Montenegro,Women,60,Married
63788,United Kingdom,Men,36,Married
63789,Belarus,Women,32,Married
63790,Greenland,Men,93,Single
63791,Réunion,Women,71,Single
63792,Greenland,Men,95,Married
63793,Argentina,Women,68,Single
63794,State of Palestine,Women,62,Single
63795,Libya,Women,83,Single
63796,Libya,Women,84,Single
63797,Philippines,Men,71,Married
63798,Czech Republic,Men,81,Married
63799,South Sudan,Men,99,Married
63800,Lesotho,Women,34,Married
63801,Iran (Islamic Republic of),Women,61,Married
63802,Philippines,Women,81,Married
63803,Slovakia,Women,21,Single
63804,Lesotho,Men,93,Single
63805,Peru,Men,17,Single
63806,Liechtenstein,Women,44,Married
63807,Ecuador,Women,29,Single
63808,Netherlands Antilles,Men,23,Single
63809,Liberia,Women,81,Married
63810,Saudi Arabia,Women,42,Married
63811,Denmark,Women,51,Married
63812,Costa Rica,Women,42,Single
63813,Malaysia,Men,46,Married
63814,Palau,Women,73,Married
63815,Australia,Women,38,Single
63816,New Caledonia,Women,49,Married
63817,Aruba,Women,48,Married
63818,Yemen,Women,53,Married
63819,Dominica,Men,79,Married
63820,Cuba,Women,78,Single
63821,Kyrgyzstan,Men,81,Married
63822,Azerbaijan,Women,48,Married
63823,Romania,Women,28,Single
63824,Aruba,Women,48,Single
63825,Yemen,Men,37,Married
63826,Russian Federation,Men,63,Married
63827,Turks and Caicos Islands,Men,42,Married
63828,Bahrain,Women,91,Married
63829,Netherlands Antilles,Men,26,Single
63830,Suriname,Men,45,Single
63831,Ecuador,Women,50,Married
63832,Indonesia,Men,19,Single
63833,Argentina,Men,91,Single
63834,Antigua and Barbuda,Men,20,Single
63835,Latvia,Men,36,Single
63836,Thailand,Women,56,Single
63837,Swaziland,Women,32,Single
63838,Norway,Men,52,Married
63839,Mongolia,Women,18,Single
63840,Estonia,Women,34,Divorced
63841,Kuwait,Women,36,Single
63842,Cuba,Men,23,Married
63843,Slovenia,Women,16,Single
63844,Bulgaria,Women,54,Single
63845,Libya,Women,70,Married
63846,Slovakia,Women,36,Married
63847,Tonga,Women,90,Married
63848,Turks and Caicos Islands,Men,84,Married
63849,Lithuania,Women,56,Married
63850,Sudan,Men,43,Married
63851,Palau,Men,86,Married
63852,Latvia,Women,25,Divorced
63853,Gibraltar,Men,56,Married
63854,Poland,Women,84,Single
63855,Dominica,Women,58,Married
63856,Turks and Caicos Islands,Women,33,Married
63857,Syrian Arab Republic,Women,76,Married
63858,Trinidad and Tobago,Men,94,Divorced
63859,Bulgaria,Women,48,Married
63860,Sudan,Men,84,Married
63861,Saudi Arabia,Women,55,Married
63862,Mexico,Men,90,Married
63863,Mozambique,Women,58,Single
63864,Bahrain,Women,84,Single
63865,Albania,Women,46,Single
63866,Chile,Men,94,Married
63867,Syrian Arab Republic,Women,86,Single
63868,Belgium,Men,96,Married
63869,Dominica,Men,27,Married
63870,Indonesia,Women,70,Married
63871,Philippines,Women,48,Married
63872,Belgium,Men,32,Divorced
63873,French Guiana,Women,86,Married
63874,Japan,Women,93,Married
63875,Bulgaria,Women,72,Single
63876,Lesotho,Women,88,Single
63877,Malaysia,Women,54,Single
63878,Israel,Men,21,Single
63879,Norway,Men,87,Married
63880,Slovenia,Men,97,Married
63881,Bulgaria,Men,92,Single
63882,Bermuda,Women,94,Married
63883,Morocco,Women,55,Single
63884,Belize,Women,81,Single
63885,Dominica,Women,84,Single
63886,Malaysia,Men,51,Married
63887,Germany,Women,55,Married
63888,New Zealand,Men,60,Married
63889,French Polynesia,Men,90,Single
63890,Hungary,Women,38,Single
63891,Cayman Islands,Women,36,Divorced
63892,Bermuda,Men,61,Married
63893,Ecuador,Men,62,Married
63894,"China, Hong Kong SAR",Women,75,Single
63895,Kyrgyzstan,Women,17,Single
63896,Italy,Men,93,Married
63897,Mongolia,Men,42,Married
63898,Liechtenstein,Women,71,Married
63899,Canada,Women,96,Married
63900,China,Men,63,Married
63901,Sweden,Men,78,Married
63902,Belize,Women,70,Single
63903,Djibouti,Women,47,Divorced
63904,Switzerland,Women,80,Married
63905,France,Women,69,Single
63906,Netherlands Antilles,Women,81,Married
63907,Azerbaijan,Women,21,Married
63908,Liechtenstein,Men,57,Married
63909,Mayotte,Men,61,Single
63910,Mozambique,Women,88,Single
63911,Belize,Men,76,Single
63912,Suriname,Men,79,Married
63913,Poland,Women,98,Single
63914,Lesotho,Men,93,Married
63915,Hungary,Women,59,Married
63916,Netherlands,Women,82,Married
63917,Yemen,Men,56,Married
63918,Oman,Women,50,Married
63919,Djibouti,Men,93,Married
63920,Bahrain,Men,56,Married
63921,Canada,Women,44,Single
63922,Israel,Women,50,Single
63923,Mozambique,Women,75,Single
63924,Palau,Men,53,Married
63925,Syrian Arab Republic,Men,43,Single
63926,Latvia,Women,68,Single
63927,Czech Republic,Women,96,Single
63928,Belize,Women,20,Single
63929,El Salvador,Men,41,Single
63930,Netherlands,Men,31,Single
63931,Poland,Women,37,Single
63932,Russian Federation,Men,18,Single
63933,Mongolia,Women,70,Married
63934,Ecuador,Women,55,Married
63935,Israel,Men,46,Single
63936,Yemen,Men,53,Married
63937,Sudan,Women,45,Married
63938,Italy,Men,56,Single
63939,Mayotte,Men,83,Married
63940,Réunion,Men,56,Single
63941,Faeroe Islands,Men,86,Married
63942,Cayman Islands,Women,51,Married
63943,Botswana,Women,36,Single
63944,Gibraltar,Men,96,Married
63945,Saint Lucia,Men,15,Single
63946,French Guiana,Men,87,Single
63947,Thailand,Men,53,Married
63948,Ecuador,Men,15,Single
63949,Luxembourg,Men,35,Married
63950,Argentina,Men,40,Single
63951,Lesotho,Women,27,Married
63952,Belize,Men,62,Married
63953,United Arab Emirates,Men,90,Married
63954,Anguilla,Women,83,Single
63955,French Polynesia,Women,35,Married
63956,Netherlands Antilles,Men,45,Married
63957,Aruba,Men,17,Single
63958,United Arab Emirates,Women,77,Married
63959,Antigua and Barbuda,Men,95,Divorced
63960,El Salvador,Men,77,Married
63961,Indonesia,Women,44,Married
63962,Liberia,Men,64,Married
63963,Sudan,Men,36,Married
63964,Botswana,Women,65,Married
63965,Swaziland,Women,68,Married
63966,Liberia,Men,57,Married
63967,Chile,Women,49,Single
63968,Sudan,Women,32,Married
63969,Saint Lucia,Women,91,Single
63970,Uruguay,Women,48,Divorced
63971,Cayman Islands,Men,96,Single
63972,Dominica,Men,91,Single
63973,Cayman Islands,Women,58,Divorced
63974,Bermuda,Men,90,Divorced
63975,Brazil,Women,28,Single
63976,Morocco,Men,69,Married
63977,Albania,Women,32,Married
63978,Algeria,Women,32,Married
63979,Iran (Islamic Republic of),Men,49,Married
63980,Finland,Women,57,Single
63981,Albania,Men,43,Married
63982,Greece,Men,15,Single
63983,Latvia,Women,28,Married
63984,Bermuda,Men,83,Married
63985,Yemen,Women,73,Married
63986,"China, Hong Kong SAR",Men,39,Single
63987,United Kingdom,Women,40,Married
63988,Lesotho,Women,60,Single
63989,State of Palestine,Men,32,Married
63990,Canada,Women,15,Married
63991,Dominica,Women,47,Married
63992,Mexico,Women,91,Single
63993,Slovakia,Women,40,Single
63994,Turks and Caicos Islands,Men,90,Married
63995,Argentina,Women,87,Single
63996,Trinidad and Tobago,Women,50,Married
63997,Israel,Men,84,Married
63998,Swaziland,Men,37,Single
63999,Bahrain,Men,35,Married
64000,Saint Vincent and the Grenadines,Men,34,Single
64001,Israel,Women,56,Married
64002,Indonesia,Men,55,Married
64003,Norway,Women,39,Single
64004,Libya,Women,83,Single
64005,Lebanon,Women,75,Single
64006,United Arab Emirates,Men,74,Married
64007,Lebanon,Men,85,Single
64008,San Marino,Women,46,Married
64009,Italy,Men,27,Single
64010,Saint Lucia,Women,94,Single
64011,Dominica,Women,43,Single
64012,Australia,Women,63,Married
64013,Kyrgyzstan,Women,53,Married
64014,Ecuador,Women,57,Married
64015,Albania,Women,37,Married
64016,Israel,Women,67,Single
64017,Ecuador,Women,75,Single
64018,Mozambique,Women,83,Married
64019,Bermuda,Women,15,Single
64020,Malaysia,Women,73,Married
64021,Bahrain,Men,46,Married
64022,Gibraltar,Men,31,Married
64023,Cayman Islands,Men,61,Married
64024,Spain,Men,38,Married
64025,Lao People's Democratic Republic,Women,49,Single
64026,Botswana,Men,81,Married
64027,Uruguay,Women,37,Married
64028,Liechtenstein,Men,16,Single
64029,South Sudan,Men,58,Married
64030,Mayotte,Women,38,Married
64031,Singapore,Women,31,Married
64032,Costa Rica,Women,82,Single
64033,Spain,Women,90,Married
64034,Tonga,Women,89,Single
64035,Gibraltar,Women,85,Single
64036,Romania,Men,92,Married
64037,Philippines,Women,65,Single
64038,Panama,Men,93,Single
64039,Netherlands,Women,56,Married
64040,Norway,Women,93,Single
64041,Liechtenstein,Women,89,Single
64042,"China, Hong Kong SAR",Men,41,Married
64043,Netherlands Antilles,Men,55,Married
64044,State of Palestine,Men,94,Married
64045,Finland,Men,79,Married
64046,Suriname,Women,71,Married
64047,Iran (Islamic Republic of),Women,21,Single
64048,Netherlands Antilles,Men,67,Single
64049,Lithuania,Women,34,Married
64050,Algeria,Women,47,Married
64051,Bahrain,Men,87,Married
64052,Switzerland,Women,77,Single
64053,Greenland,Men,54,Married
64054,Bahrain,Women,34,Married
64055,Mayotte,Men,70,Married
64056,Montenegro,Men,54,Married
64057,Montenegro,Men,52,Married
64058,Bermuda,Men,58,Single
64059,El Salvador,Women,39,Married
64060,Saint Lucia,Women,95,Married
64061,Gibraltar,Men,87,Single
64062,Belgium,Women,17,Single
64063,Saint Vincent and the Grenadines,Women,26,Single
64064,"China, Hong Kong SAR",Women,93,Single
64065,Gibraltar,Women,40,Married
64066,Greenland,Men,60,Married
64067,French Guiana,Women,56,Single
64068,Kyrgyzstan,Men,99,Married
64069,Poland,Men,17,Single
64070,Germany,Women,26,Single
64071,Saudi Arabia,Men,17,Single
64072,Lao People's Democratic Republic,Men,58,Married
64073,Canada,Women,34,Single
64074,Faeroe Islands,Women,46,Married
64075,Trinidad and Tobago,Women,80,Married
64076,Brazil,Women,99,Single
64077,Syrian Arab Republic,Men,62,Married
64078,Lebanon,Men,61,Married
64079,Greece,Men,95,Single
64080,Botswana,Men,72,Married
64081,Saint Lucia,Women,56,Single
64082,Tonga,Men,18,Single
64083,Netherlands Antilles,Women,62,Single
64084,Kyrgyzstan,Men,41,Married
64085,Finland,Men,15,Single
64086,Russian Federation,Men,70,Married
64087,Venezuela (Bolivarian Republic of),Men,75,Married
64088,Japan,Women,32,Married
64089,Liechtenstein,Women,81,Married
64090,Netherlands,Women,23,Single
64091,Faeroe Islands,Men,90,Married
64092,Liberia,Women,27,Married
64093,Faeroe Islands,Women,66,Single
64094,Cayman Islands,Men,27,Single
64095,Greece,Women,50,Married
64096,Costa Rica,Women,25,Single
64097,Azerbaijan,Men,24,Single
64098,Chile,Women,89,Single
64099,Ecuador,Men,21,Single
64100,Belize,Women,51,Married
64101,Cayman Islands,Women,77,Single
64102,Slovakia,Men,98,Married
64103,Saint Vincent and the Grenadines,Men,92,Single
64104,Belize,Women,42,Single
64105,Austria,Men,96,Married
64106,Syrian Arab Republic,Men,65,Married
64107,South Sudan,Men,77,Married
64108,Hungary,Women,38,Married
64109,Anguilla,Men,37,Single
64110,Suriname,Women,99,Single
64111,New Zealand,Men,59,Single
64112,Algeria,Men,28,Married
64113,Romania,Women,50,Married
64114,French Polynesia,Women,38,Married
64115,Jamaica,Women,71,Single
64116,Sudan,Women,92,Divorced
64117,Algeria,Women,69,Single
64118,Malta,Men,50,Married
64119,Denmark,Men,47,Married
64120,Suriname,Women,67,Single
64121,Bulgaria,Men,54,Married
64122,Panama,Men,67,Married
64123,Montenegro,Men,91,Married
64124,Syrian Arab Republic,Women,59,Married
64125,Azerbaijan,Men,24,Married
64126,Faeroe Islands,Men,54,Married
64127,Djibouti,Women,91,Single
64128,Morocco,Women,29,Divorced
64129,Liechtenstein,Women,83,Married
64130,Tajikistan,Women,28,Married
64131,Iran (Islamic Republic of),Men,61,Married
64132,France,Women,99,Single
64133,Chile,Men,77,Married
64134,Estonia,Women,96,Single
64135,Saint Lucia,Men,23,Single
64136,Lithuania,Men,57,Divorced
64137,Albania,Women,59,Married
64138,Israel,Men,62,Married
64139,Germany,Women,16,Single
64140,Montenegro,Women,70,Married
64141,Albania,Men,36,Married
64142,Uruguay,Men,94,Married
64143,"China, Hong Kong SAR",Men,27,Married
64144,Yemen,Men,84,Married
64145,Argentina,Men,51,Married
64146,Denmark,Women,60,Single
64147,Kuwait,Women,30,Married
64148,Ecuador,Men,33,Married
64149,Réunion,Women,64,Married
64150,Antigua and Barbuda,Women,49,Single
64151,French Guiana,Women,54,Married
64152,Croatia,Women,60,Married
64153,Iran (Islamic Republic of),Men,36,Married
64154,Sudan,Men,67,Single
64155,Tajikistan,Women,21,Single
64156,Peru,Women,72,Married
64157,Russian Federation,Men,73,Single
64158,Cyprus,Men,29,Single
64159,Netherlands Antilles,Women,99,Single
64160,Israel,Men,43,Married
64161,Faeroe Islands,Women,56,Married
64162,Malaysia,Women,15,Single
64163,Turks and Caicos Islands,Men,30,Married
64164,Belize,Women,31,Married
64165,Liberia,Men,44,Married
64166,Russian Federation,Men,23,Single
64167,Slovenia,Women,30,Single
64168,Philippines,Men,84,Married
64169,Algeria,Women,74,Single
64170,Saint Lucia,Men,37,Single
64171,Morocco,Women,29,Single
64172,China,Men,51,Married
64173,Azerbaijan,Men,86,Married
64174,Saint Vincent and the Grenadines,Men,69,Married
64175,Tonga,Women,50,Single
64176,Republic of Korea,Women,58,Married
64177,Yemen,Men,55,Married
64178,Tajikistan,Women,83,Married
64179,Saint Lucia,Men,58,Married
64180,New Caledonia,Men,50,Married
64181,South Sudan,Men,71,Single
64182,Djibouti,Men,62,Married
64183,New Caledonia,Women,34,Single
64184,Brunei Darussalam,Women,63,Married
64185,Finland,Women,98,Divorced
64186,Germany,Men,64,Married
64187,Saint Lucia,Women,35,Married
64188,Mexico,Women,72,Single
64189,France,Women,45,Divorced
64190,Singapore,Men,43,Married
64191,Syrian Arab Republic,Men,50,Married
64192,Sweden,Men,51,Married
64193,Morocco,Women,98,Single
64194,Jamaica,Women,93,Single
64195,Japan,Women,61,Married
64196,Germany,Women,16,Single
64197,Bulgaria,Men,18,Single
64198,South Sudan,Women,43,Married
64199,Yemen,Women,76,Single
64200,Spain,Women,42,Married
64201,Syrian Arab Republic,Men,42,Married
64202,Tajikistan,Women,93,Single
64203,Sweden,Women,85,Married
64204,Réunion,Men,81,Single
64205,Mongolia,Women,75,Single
64206,Oman,Women,85,Divorced
64207,Saint Lucia,Men,80,Married
64208,Turks and Caicos Islands,Men,73,Married
64209,El Salvador,Men,55,Single
64210,Turks and Caicos Islands,Men,26,Married
64211,Republic of Korea,Men,57,Married
64212,Belize,Women,60,Married
64213,Indonesia,Men,65,Single
64214,Panama,Women,92,Single
64215,Lebanon,Men,37,Single
64216,Lesotho,Women,93,Married
64217,Thailand,Men,89,Married
64218,Singapore,Women,40,Divorced
64219,Peru,Men,48,Married
64220,Hungary,Men,36,Married
64221,Costa Rica,Men,16,Single
64222,Cyprus,Women,50,Married
64223,Tonga,Men,40,Married
64224,Malta,Women,91,Single
64225,Lesotho,Men,60,Married
64226,South Sudan,Women,93,Single
64227,Denmark,Women,16,Single
64228,Bahrain,Men,27,Single
64229,Bulgaria,Women,29,Married
64230,Saint Vincent and the Grenadines,Women,76,Married
64231,Russian Federation,Women,70,Married
64232,Lao People's Democratic Republic,Women,85,Single
64233,El Salvador,Women,80,Single
64234,Malta,Women,67,Married
64235,Anguilla,Women,41,Married
64236,Greenland,Men,41,Single
64237,Estonia,Men,93,Married
64238,Palau,Women,47,Married
64239,El Salvador,Women,16,Single
64240,Austria,Women,54,Single
64241,Hungary,Women,36,Married
64242,San Marino,Women,39,Single
64243,Jamaica,Men,37,Single
64244,Kyrgyzstan,Women,64,Married
64245,Cayman Islands,Women,88,Single
64246,Republic of Korea,Women,83,Married
64247,Suriname,Men,45,Single
64248,Mexico,Men,37,Married
64249,Croatia,Men,96,Married
64250,Bulgaria,Women,75,Single
64251,Croatia,Men,63,Married
64252,French Polynesia,Women,35,Single
64253,Ecuador,Men,57,Married
64254,Saint Lucia,Men,93,Single
64255,Greece,Women,38,Single
64256,Venezuela (Bolivarian Republic of),Women,20,Married
64257,Tajikistan,Women,49,Married
64258,Finland,Men,61,Married
64259,Mongolia,Women,19,Single
64260,Indonesia,Men,81,Single
64261,Spain,Women,40,Divorced
64262,Saint Lucia,Men,34,Single
64263,Kyrgyzstan,Women,88,Married
64264,Réunion,Men,79,Married
64265,Trinidad and Tobago,Men,21,Single
64266,South Sudan,Men,29,Single
64267,Oman,Women,79,Married
64268,China,Men,93,Married
64269,Belarus,Men,77,Married
64270,Liechtenstein,Women,91,Single
64271,France,Men,87,Married
64272,Greece,Men,49,Divorced
64273,Saudi Arabia,Men,41,Married
64274,Botswana,Women,54,Single
64275,Sweden,Women,24,Single
64276,Brazil,Men,57,Married
64277,San Marino,Women,30,Single
64278,Djibouti,Men,74,Married
64279,Finland,Men,87,Single
64280,Bermuda,Women,27,Single
64281,Australia,Men,73,Married
64282,Oman,Women,82,Single
64283,Germany,Men,85,Divorced
64284,Germany,Women,98,Single
64285,Gibraltar,Men,73,Married
64286,Brazil,Men,95,Married
64287,New Zealand,Men,31,Married
64288,Austria,Women,90,Single
64289,New Caledonia,Women,42,Divorced
64290,Hungary,Men,72,Married
64291,Belarus,Women,70,Single
64292,Lesotho,Men,49,Married
64293,San Marino,Women,52,Married
64294,Syrian Arab Republic,Men,90,Married
64295,Jamaica,Men,95,Married
64296,Belarus,Women,61,Married
64297,Sudan,Men,80,Married
64298,Russian Federation,Women,85,Single
64299,Kyrgyzstan,Men,86,Married
64300,San Marino,Men,22,Single
64301,Mexico,Women,68,Single
64302,Slovenia,Men,80,Married
64303,Belarus,Men,89,Married
64304,Belgium,Women,39,Married
64305,Uruguay,Women,65,Single
64306,Cyprus,Women,59,Married
64307,Latvia,Men,28,Single
64308,Sweden,Men,62,Married
64309,Iran (Islamic Republic of),Women,22,Married
64310,Dominica,Women,22,Single
64311,Estonia,Women,38,Married
64312,Albania,Women,89,Single
64313,Canada,Men,98,Married
64314,Palau,Women,97,Single
64315,Ecuador,Men,45,Married
64316,Democratic People's Republic of  of Korea,Women,67,Married
64317,Aruba,Men,66,Divorced
64318,Tonga,Women,70,Single
64319,Tonga,Men,46,Married
64320,Ireland,Men,25,Single
64321,Cyprus,Women,76,Married
64322,Russian Federation,Women,35,Single
64323,Belarus,Women,48,Married
64324,Argentina,Men,30,Single
64325,Turks and Caicos Islands,Women,56,Married
64326,Cayman Islands,Women,60,Divorced
64327,Saint Lucia,Women,74,Married
64328,Kuwait,Women,50,Married
64329,Faeroe Islands,Women,39,Single
64330,Algeria,Men,37,Married
64331,Trinidad and Tobago,Men,59,Married
64332,Swaziland,Men,63,Married
64333,Albania,Men,91,Married
64334,Saint Lucia,Men,53,Married
64335,Canada,Women,72,Married
64336,Yemen,Women,97,Married
64337,Morocco,Men,33,Married
64338,Czech Republic,Women,23,Single
64339,Liberia,Men,50,Married
64340,Israel,Women,36,Married
64341,Finland,Women,61,Married
64342,Sweden,Women,91,Married
64343,Philippines,Men,83,Married
64344,Bulgaria,Women,70,Single
64345,Australia,Women,78,Married
64346,Latvia,Women,89,Single
64347,Czech Republic,Men,72,Divorced
64348,Turks and Caicos Islands,Women,29,Married
64349,Netherlands,Men,29,Single
64350,Venezuela (Bolivarian Republic of),Men,54,Divorced
64351,Ireland,Women,70,Married
64352,Dominica,Men,82,Married
64353,French Polynesia,Men,26,Single
64354,Bermuda,Men,45,Divorced
64355,Oman,Women,91,Married
64356,Syrian Arab Republic,Men,55,Married
64357,Liberia,Men,15,Single
64358,Republic of Korea,Men,27,Single
64359,Japan,Women,22,Single
64360,San Marino,Men,55,Married
64361,Trinidad and Tobago,Men,70,Single
64362,Singapore,Women,57,Divorced
64363,Libya,Men,49,Married
64364,Chile,Women,85,Single
64365,Saudi Arabia,Women,18,Single
64366,Slovenia,Women,17,Single
64367,Lesotho,Men,57,Married
64368,Thailand,Women,98,Single
64369,Saint Lucia,Women,64,Single
64370,Faeroe Islands,Men,63,Married
64371,Bulgaria,Men,96,Married
